year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2020,1,1,19,0.0,-7.579362357616527,5.933459764548783,1008.6781924878712,NE,8.7327869921515,0.0,0.0
2020,1,1,20,0.0,2.3102729345821373,15.06681928784247,1017.6083815973878,cv,8.073219841367399,0.0,0.0
2020,1,1,21,0.0,2.9056423022739057,10.787137192607656,1016.5136833580472,NE,9.388014046314384,0.0,0.0
2020,1,1,22,0.0,4.46282354844838,12.70258461406377,1014.0828027356914,SW,9.004333329548714,0.0,0.0
2020,1,1,23,14.433924812196626,-2.3571221080589453,9.431660215847021,1007.7343455854718,SE,9.628488007946391,0.0,0.0
2020,1,2,0,5.303356870231435,2.7348709019428394,13.366851826424451,1009.5834833557634,SW,8.709891561520312,0.0,0.0
2020,1,2,1,5.99795855582385,10.004567283677233,16.626862994642202,1003.8437068109413,NE,9.330107069224859,0.0,0.0
2020,1,2,2,3.4502634013162163,5.947720175441427,14.047019267733091,1009.5244866896173,cv,8.815169002449036,0.0,0.0
2020,1,2,3,11.4490472486824,5.6627951921832125,19.662627960969754,1016.546836972917,NW,8.434343069273305,0.0,0.0
2020,1,2,4,5.178064745857924,5.646466581943141,17.528210949165775,1014.9788090212903,SW,10.096028554352952,0.6478385413305197,0.0
2020,1,2,5,14.287830154019595,4.094804705210317,18.954547882065512,1013.7984398060502,SE,10.238258058940325,0.0,0.0
2020,1,2,6,4.0633667142454595,5.524754863504114,18.194880163311808,1020.4214954545915,NW,11.534895139172008,0.25566327653454374,0.0
2020,1,2,7,,10.966719363536251,25.386463684972153,1014.5226487466506,SE,12.154915551749585,0.0,0.0
2020,1,2,8,24.392706515276103,12.12774960600364,19.289635344708394,1010.1142258122192,NW,10.437915062433282,0.0,0.0
2020,1,2,9,12.770987908097721,2.647552370895781,15.362401119065037,1009.5003239536676,NW,10.326289374512925,0.0,0.0
2020,1,2,10,7.130003644195712,14.765459534831592,19.967634736309567,1011.841425165443,NW,8.116690232568809,0.0,0.0
2020,1,2,11,10.029584576288334,0.9239640584842022,12.63156427559954,1010.7490249834973,cv,8.232571607416363,0.0,0.0
2020,1,2,12,8.923682410025318,5.933768003811853,15.626590785014265,1017.764907475114,SE,11.348621889864699,0.0,0.0
2020,1,2,13,0.0,-0.6407063163526168,7.826894402848069,1015.1072359136509,NW,8.530409870932724,1.0767773486221695,0.0
2020,1,2,14,2.803026773789417,-5.108601669626179,8.515441853304711,1011.4016344627026,NW,8.878762817010646,0.0,0.0
2020,1,2,15,0.40175091265911117,-1.4876271249006727,12.055049801674635,1011.5919809828309,NE,8.314003305225276,0.0,0.0
2020,1,2,16,0.0,7.662255672077602,12.885272721064037,1016.5162086441121,SW,8.434203600446656,0.0,0.0
2020,1,2,17,0.0,-0.41057551236973744,10.684475712124572,1018.0547105402649,SE,10.98702195538181,0.0,0.0
2020,1,2,18,0.0,0.9747329096257147,9.653055152835279,1003.7829917409485,cv,8.607242510024182,0.0,0.0
2020,1,2,19,0.0,0.11044976678229901,9.267059781786791,1012.1439374810894,SE,9.192167862974998,0.0,0.0
2020,1,2,20,6.3324170620264235,-7.0861003822122335,6.234307009975526,1013.4574571320051,SW,8.328974372983023,0.0,0.0
2020,1,2,21,0.0,1.2065357536063548,9.304933468883137,1015.7406919029128,NW,10.26597214975786,0.0,0.0
2020,1,2,22,13.312429828324836,-3.3124044192555644,11.118083687120636,1013.5649621715899,NW,10.605890748648257,0.0,0.0
2020,1,2,23,1.3791382402264776,10.080933189422732,16.87727145314414,1015.0359995790324,SW,8.897869703081302,0.0,0.0
2020,1,3,0,0.0,4.403630635023605,16.030854868705383,1011.8152043002792,SW,11.071879108968842,0.0,0.0
2020,1,3,1,,-0.7160759107132453,11.004974759424401,1008.9706952237328,SE,8.548628053652106,0.0,0.0
2020,1,3,2,2.91266637328549,10.950300293905205,18.472251908184386,1016.9209754999279,NE,10.354686817348854,0.0,0.0
2020,1,3,3,10.808055795774901,9.13278097501177,17.380287064683788,1017.0795299449225,NW,10.618404297325704,0.0,0.0
2020,1,3,4,3.873836079462328,3.951376092204912,17.299361018004316,1016.2591686608453,NE,14.92555275152844,0.0,0.0
2020,1,3,5,4.222833430949045,9.046605448418418,21.664657997967943,1017.1489540705346,cv,8.528768936897656,0.0,0.0
2020,1,3,6,37.79509521065768,14.802039764340257,23.092998567487854,1008.1413621987243,SE,8.196792931070753,0.0,0.0
2020,1,3,7,,12.283904019444599,22.623469488793937,1010.4628244358165,NW,8.610430901512498,0.0,0.0
2020,1,3,8,24.883586164070337,11.195671486723324,16.812474449254278,1018.5993331496787,SE,8.262182336977132,0.0,0.0
2020,1,3,9,14.333107398729892,10.5204379543928,17.607896778379093,1014.7811656143382,NE,8.371922685958996,0.0,0.0
2020,1,3,10,0.047642381652948984,8.6355847056067,18.49379029421069,1013.2808362823356,NE,8.813275125897524,0.0,0.0
2020,1,3,11,5.889729393151927,13.360993254087568,19.220730606879684,1011.7405362458378,NE,9.068839397906007,0.0,0.0
2020,1,3,12,0.0,0.12915373754475468,13.56247728646413,1019.3394939758545,SW,12.68107711452167,0.22369521727443445,0.0
2020,1,3,13,10.105188852547158,0.9688657434194656,13.148927844495944,1004.1478304873189,SW,8.435356455629824,0.0,0.0
2020,1,3,14,0.0,-5.2553416285030305,9.180995077981917,1014.4703648140948,SW,15.133959207203144,0.0,0.0
2020,1,3,15,0.0,-4.058822837815019,7.875846221825252,1012.6669432199725,SW,11.323075799971388,0.0,0.0
2020,1,3,16,0.0,-1.2965632743614535,13.107450448260401,1006.7374190389617,NW,12.265201824098845,0.0,0.0
2020,1,3,17,0.0,3.693965397357479,14.239090954267128,1021.0832058949445,NW,13.30269682563992,0.0,0.0
2020,1,3,18,0.0,-1.2182164753606948,9.783969635258998,999.5469680599101,SE,10.798687852183203,0.0,0.0
2020,1,3,19,0.0,-1.5887409840318778,13.18096956223073,1013.6062737504934,SW,11.10970847494383,0.0,0.0
2020,1,3,20,0.0,0.33348958757810543,11.75478105622071,1015.6423094591186,NE,9.151860331390647,0.0,0.0
2020,1,3,21,0.0,4.221241141644423,9.529106830251889,1008.1246963728979,NW,9.428538313107042,0.0,0.0
2020,1,3,22,0.0,1.346159050220006,13.58418681652524,1014.3863014718308,NW,13.390823609306167,0.0,0.0
2020,1,3,23,0.0,4.265327552511145,18.3200144738853,1011.8775892276828,NE,8.95045340853855,0.0,0.0
2020,1,4,0,9.103129718187033,1.936719384726878,14.892521882670145,1017.9402465730667,NW,8.085704510427957,0.0,0.0
2020,1,4,1,0.0,10.149693466700395,20.98802619295462,1030.5683815653274,NE,10.87731865255474,0.34127200344895264,0.0
2020,1,4,2,15.54241216464047,-2.0722704432043955,9.640764687730767,1014.6929687489461,SE,9.7026804274139,0.7077194612704963,0.0
2020,1,4,3,8.142136757396063,6.099323526541692,21.00124141905841,1016.0202382968928,NW,11.37345840950206,0.0,0.0
2020,1,4,4,8.447982975874973,13.68464733854332,19.591268223636703,1008.1242202689847,SE,8.15711536606106,0.0,0.0
2020,1,4,5,8.992122601448429,7.260158793715343,18.932607080047738,1014.0739950748965,SE,9.941662746780228,0.0,0.0
2020,1,4,6,14.472383186026603,12.44130538390057,20.275282329606508,1011.1349417425843,NW,8.569255850198397,0.0,0.0
2020,1,4,7,3.473818779518154,2.4660184217809604,13.866922387642662,1016.8940538426394,SW,12.671634313401583,0.0,0.0
2020,1,4,8,15.722907803249432,7.594875596570269,18.671111355409657,1005.8698033534147,NW,8.232865260148072,0.0,0.0
2020,1,4,9,10.911148051037681,13.072303299386355,19.606871620467977,1007.6324447655169,SW,11.703901597103037,0.0,0.0
2020,1,4,10,17.281601848921486,14.866215676822156,21.933682134224547,1018.9000965634799,NW,8.1854464121547,0.0,0.0
2020,1,4,11,17.632274960516554,3.5229887902595287,14.739284570691664,1014.0499409704025,NE,8.05083532952321,0.0,0.0
2020,1,4,12,7.972925362651281,6.292219718282696,12.574519191320437,1019.6191230636045,SW,8.535914269005302,0.0,0.0
2020,1,4,13,0.0,4.548824892430558,12.200633643733786,1014.8187232208013,NW,8.810064026594578,0.0,0.0
2020,1,4,14,7.525680375413101,1.8937508757261998,15.246206353106224,1015.5488956534689,NW,9.969828620679934,0.0,0.0
2020,1,4,15,0.0,4.179804363029932,12.450719423046317,1011.452483086201,NE,8.282492660999011,0.0,0.0
2020,1,4,16,1.3994361425519724,-0.8000091929199389,9.08059236977669,1012.0318632018817,NE,9.150123700633284,0.0,0.0
2020,1,4,17,0.0,-2.701230183563677,11.710173167894727,1017.8220872906018,SE,8.456974612807016,0.0,0.0
2020,1,4,18,5.188598951166487,3.019741759674657,10.29123264804412,1012.2838222904322,NW,11.866231200643599,0.0,0.0
2020,1,4,19,10.801512005680765,4.180045666573221,13.076305840153324,1018.917677223843,NE,8.092017737816589,0.0,0.0
2020,1,4,20,0.0,-2.500864055989707,8.56371369944575,1012.4507318109745,NE,8.879919719728143,0.0,0.0
2020,1,4,21,0.0,-2.071909640765764,10.481479654273958,1007.1018028282766,NW,9.99594583200947,0.0,0.0
2020,1,4,22,0.0,-2.6928583265235275,11.323675540603524,1006.6462177253915,SW,12.88572243026853,0.0,0.0
2020,1,4,23,0.0,-4.8393699456441155,9.315359930091036,1012.1413199555246,NW,12.049807059121186,0.0,0.0
2020,1,5,0,0.0,3.1219600874674978,15.888360831193728,1017.5786990957877,SE,12.511250339047802,0.0,0.0
2020,1,5,1,25.177926411295168,9.793952676119167,17.07726104205227,1009.674540259591,SW,8.129830877514548,0.0,0.0
2020,1,5,2,5.801670108729999,12.267247069501725,17.515340369927383,1016.6589324319611,NW,11.67673712177226,0.0,0.0
2020,1,5,3,17.14375024137773,8.99403320225106,17.831772505807297,1013.5036762315876,SW,11.027460882612843,0.0,0.0
2020,1,5,4,5.556823674388058,8.668526282892714,15.084014792770947,1016.0310488800881,SW,12.654404227033327,0.0,0.0
2020,1,5,5,0.0,6.4638166887662845,18.567693163149265,1011.5515641362323,NE,8.74670148003642,0.0,0.0
2020,1,5,6,,7.360550582162524,18.971856450419693,1013.9150497518699,NW,12.85550554744634,0.0,0.0
2020,1,5,7,12.337571785309013,11.983080907565935,17.422797323780483,1017.6937158752828,NW,9.030474297452443,0.0,0.0
2020,1,5,8,6.078458052782868,5.480332092614654,18.846269883924165,1012.914142807059,NE,10.010788695006791,0.0,0.0
2020,1,5,9,0.0,12.26025381346453,19.74768647637635,1010.3757261003284,NW,9.10391683040373,0.0,0.0
2020,1,5,10,11.925453913303835,13.836286948721169,23.15855770363159,1003.9112730625073,SW,9.11600368889112,0.0,0.0
2020,1,5,11,0.0,5.138491309450698,16.817828664008122,1015.7076624822772,SE,9.582124382682977,0.0,0.0
2020,1,5,12,0.9022998701393523,6.478463303645761,15.772651172168294,1009.1417270306403,SE,8.879885508832926,0.0,0.0
2020,1,5,13,198.9823537431132,4.069688999189461,13.482567027188894,1010.397254414733,SW,11.1475334662162,0.0,0.0
2020,1,5,14,0.0,1.0874064007454738,6.743686354102877,1007.6457135222419,SW,10.00827074139771,0.0,0.0
2020,1,5,15,0.0,2.370488975119576,11.384924467719614,1011.8495761919432,SW,10.340790851406084,0.0,0.0
2020,1,5,16,2.1854173552559657,-1.797915321298948,10.850563610900887,1023.4877195752354,cv,8.525419128729864,0.0,0.0
2020,1,5,17,0.0,3.408333834144541,17.560097206010518,1014.7601955500381,NW,14.985000243751031,0.0,0.0
2020,1,5,18,,0.2879457350229142,9.422917105656632,1009.7793092107324,NW,10.158655460345537,0.0,0.0
2020,1,5,19,4.071293722652921,1.8391546267647065,11.075012895555496,1010.7184830375188,NW,8.439289021531575,0.0,0.0
2020,1,5,20,0.0,-1.4605333912744438,10.565737671962077,1005.8063512502681,NE,10.776514520461207,0.0,0.0
2020,1,5,21,14.640179406565814,-6.4692880298441,7.958431981208666,1007.3469403802471,NW,8.381628886645798,0.0,0.0
2020,1,5,22,0.0,8.257859041151459,15.92846844354506,1006.5524164034955,NW,8.130965712535621,0.0,0.0
2020,1,5,23,0.0,6.560261807168345,15.961703872547714,1014.3516604158067,NE,9.499661092300489,0.0,0.0
2020,1,6,0,3.1864445914397423,4.41336340560613,17.373095841129143,1015.2335594963546,cv,9.612739057689176,0.0,0.0
2020,1,6,1,4.519881115808652,2.468997167388002,13.565932861128386,1013.3879923492054,cv,8.418889555682199,0.0,0.0
2020,1,6,2,11.650093119402772,15.602519493168751,21.7083829328083,1014.8492034537652,SE,8.856584177842892,0.0,0.0
2020,1,6,3,8.49519299452669,3.0526533619332383,14.329980717555895,1009.1689845482731,NE,13.829016061088527,0.0,0.0
2020,1,6,4,0.0,14.223235454349734,21.090698300323,1007.2586158280271,SE,8.67095451340086,0.0,0.0
2020,1,6,5,18.12047809139208,16.298836668091234,26.400996008875275,1007.2269158782282,SE,8.33818227790936,0.0,0.0
2020,1,6,6,0.0,6.73735834800355,17.028391024607934,1007.0053696426816,cv,17.802295452564568,0.0,0.0
2020,1,6,7,28.467120922115797,4.368702320387175,18.130735942637024,1014.7933735302557,SW,8.719948006512285,0.0,0.0
2020,1,6,8,4.491983178362559,10.004138374060737,19.62908111418512,1023.0684917476742,NW,10.280454652290633,0.0,0.0
2020,1,6,9,17.387975136637177,9.2306827212252,17.02510694358414,1007.7636297995448,NW,8.526786058671389,0.0,0.0
2020,1,6,10,14.205051734439806,5.538346224641286,12.848009706801601,1011.2902709408437,cv,9.597554118258248,0.0,0.0
2020,1,6,11,18.29309792146237,2.7572653830873293,16.49978414993069,1014.0144668963306,NW,8.976439435814145,0.0,0.0
2020,1,6,12,0.0,5.102980314639402,11.813088858821686,1011.6049598924599,NW,14.51831578239291,0.0,0.0
2020,1,6,13,0.0,5.867996457561501,15.12668206639294,1014.6647510024507,NE,9.134107321847583,0.0,0.0
2020,1,6,14,8.908149455852692,2.869996148029122,9.741727297298592,1010.1230456033143,NW,9.754977636761017,0.0,0.0
2020,1,6,15,0.0,3.38122890797613,16.114269309119884,1009.5983274441047,cv,13.792362774725177,0.0,0.0
2020,1,6,16,0.0,-1.4236132956770948,8.320113104069096,1012.0882981835819,NW,17.06278023794185,0.0,0.0
2020,1,6,17,176.6123304784497,0.6927494143695103,9.204186319937632,1014.6328071516906,NW,8.214409684109729,0.0,0.0
2020,1,6,18,0.0,3.8295552458443414,12.44055165210901,1019.412460186373,cv,11.595402719201482,0.0,0.0
2020,1,6,19,7.459186204637568,-7.044364147977002,6.477777919252792,1014.8831768808991,NE,8.962910682428562,0.0,0.0
2020,1,6,20,0.0,0.8145132419458143,11.352252784890196,1011.7392157458221,SE,9.806890707304554,0.0,0.0
2020,1,6,21,0.0,3.20721584560191,15.385894356914546,1017.1539696155165,NE,8.94016111706622,0.0,0.0
2020,1,6,22,14.60992611640452,-6.29283486619053,7.677550296316316,1018.0005044860279,SW,9.025375398221406,0.0,0.0
2020,1,6,23,8.252121249490639,0.2423895896778845,14.259806350084304,1011.4832654059007,NW,8.345988470004903,0.0,0.0
2020,1,7,0,3.4299948409372583,7.494557839366639,15.77964838274527,1012.2702350108548,SW,9.700848959004485,0.0,0.0
2020,1,7,1,7.135417070606968,4.115051209380681,18.639563840844534,1010.8644849184893,NW,9.582472598237445,0.0,0.0
2020,1,7,2,212.31908898285042,8.5403890472197,13.789147867365754,1017.1045165271793,cv,8.41985204925027,0.0,0.0
2020,1,7,3,9.979957787049429,5.805808456518253,14.57416406667991,1013.3709528533977,NW,9.560595371548478,0.0,0.0
2020,1,7,4,2.108258993278659,6.937963140684468,20.895951715772885,1005.9724053444112,NW,15.231397962218454,0.0,0.0
2020,1,7,5,1.392508661048991,12.974214352975071,20.7205831511449,1015.0307941506528,SE,10.506386292993845,0.0,0.0
2020,1,7,6,17.946622573866144,13.020664047824445,20.75147855103763,1020.4481764169417,NE,9.311635584990409,0.0,0.0
2020,1,7,7,0.22312308057793429,12.842750909117381,20.868973759936267,1020.8430105321896,SW,12.955877617300612,0.0,0.0
2020,1,7,8,4.0452456530257646,6.166919005717499,17.290052854186722,1010.6044645190154,SW,9.712812092216636,0.0,0.0
2020,1,7,9,20.38062822016895,9.848967241272211,19.23229499741575,1009.5169515790387,NW,8.290162526897218,0.0,0.0
2020,1,7,10,9.638999096390636,6.111869056362618,18.379217419896044,1022.4893403789956,NW,9.58597767440391,0.0,0.0
2020,1,7,11,10.84935770809523,0.20193454578684467,14.151040971433503,1020.8335186072202,cv,8.399276738993466,0.0,0.0
2020,1,7,12,1.5335615994297749,8.855329784005665,20.59732353343427,1015.3365135064744,NW,10.917771731978497,0.0,0.0
2020,1,7,13,0.0,8.082736335247002,15.127403537222758,1004.439038199388,NE,14.833081845788323,0.0,0.0
2020,1,7,14,8.630834550571016,-5.400729515212966,8.926089508392057,1009.9683970738112,SW,8.895133919290137,0.0,0.0
2020,1,7,15,0.0,5.789198186493968,13.434126919968753,1007.5322065717226,NW,9.141568426972169,0.0,0.0
2020,1,7,16,12.033049274765451,1.2468850171142618,7.745827970395843,1022.0617814625475,SE,9.094621249828771,0.0,0.0
2020,1,7,17,177.63960934700424,6.631951891172408,12.531624679782016,1005.3721003740806,NE,8.671784741777364,0.041847979546921384,0.0
2020,1,7,18,0.0,2.8419493303605563,13.475786737022212,1022.0182429814377,SE,11.16150621586604,0.0,0.0
2020,1,7,19,0.19666912659053049,1.5706992886930085,7.708323913499527,1012.4723758633695,NW,9.923247504636631,0.0,0.0
2020,1,7,20,0.0,7.172242527684466,13.560001368810774,1007.0115032456241,NW,8.132389772266658,0.0,0.0
2020,1,7,21,,4.70250406892179,12.702808874876757,1017.9339921751852,SE,11.650297497665612,0.0,0.0
2020,1,7,22,0.0,7.149650383138829,14.966180479983468,1016.147470779998,NE,8.414265401454667,0.0,0.0
2020,1,7,23,,8.35388861912781,19.396283722449233,1006.6688866783102,NE,15.740914099506886,0.0,0.0
2020,1,8,0,123.06860242712536,1.0963828572645742,14.26383565199139,1012.8737847066826,SE,8.945336396926912,0.0,0.0
2020,1,8,1,18.061182966397826,1.4193901704112086,14.032886732440133,1019.8778419559867,SW,9.91656873723963,0.0,0.0
2020,1,8,2,15.135605166742138,7.206612163958662,14.83145671112343,1010.9504823860275,NE,8.162037542011545,0.0,0.0
2020,1,8,3,1.7350319726660786,8.634998071176625,16.088103051036423,1021.3986423818606,NW,8.845212181995532,0.0,0.0
2020,1,8,4,134.51565568097,4.4409065896102025,19.09882189067988,1009.2760857494143,SE,11.242555023006071,0.0,0.0
2020,1,8,5,6.702352679416142,15.77072263997567,20.85308505589527,1004.8898681085624,NW,9.297145081159732,0.0,0.0
2020,1,8,6,0.8218572030807199,7.032867067387901,20.830072397990058,1013.2260785854876,cv,12.699426432662197,0.0,0.0
2020,1,8,7,15.134966624728857,15.313893687329363,22.311178878553413,1005.6967865016109,NW,9.71198381354533,0.0,0.0
2020,1,8,8,11.147460359208226,4.896289463658237,19.369132694555915,1013.6244364495051,SE,13.278136130426706,0.0,0.0
2020,1,8,9,126.61529794198127,14.473063289129492,22.89613613740469,1013.0257157073723,NE,16.10370920690236,0.0,0.0
2020,1,8,10,,7.302511761353609,16.70602950028613,1009.2053672959038,NW,9.209886414892065,0.0,0.0
2020,1,8,11,1.7175401064564033,12.383396585837652,24.45460272528146,1022.3934123991918,NE,9.665538499293573,0.0,0.0
2020,1,8,12,0.0,6.000311528562415,16.87700204329502,1012.980121643567,NW,11.60265794141726,0.0,0.0
2020,1,8,13,2.793926667652144,2.955038808170322,11.134432105238549,1017.321826731948,NW,8.500857369855447,0.0,0.0
2020,1,8,14,6.0038181531738335,-1.2509866528615703,9.287322505816665,1017.643589161141,NW,11.955641884043272,0.0,0.0
2020,1,8,15,0.0,0.6048144961679576,12.91188333979682,1021.8050561516701,SE,9.79258477872402,0.0,0.0
2020,1,8,16,5.524022729433132,4.576135166075334,9.999484625100255,1006.9529066614245,NW,10.585609022473546,0.0,0.0
2020,1,8,17,0.0,7.200379298273894,12.312372350830936,1004.2126368895384,cv,8.166445901015942,0.0,0.0
2020,1,8,18,0.0,1.8390434829917215,11.419712873720634,1021.6201035778275,NW,10.90647310298337,0.0,0.0
2020,1,8,19,0.0,3.633517952548898,9.95188413058404,1015.9056047258186,SW,8.744409547200165,0.0,0.0
2020,1,8,20,0.0,-3.5139510877745526,8.129491826872592,1013.6315550690068,SE,11.271895187499656,0.0,0.0
2020,1,8,21,0.09544650611780414,-0.22060014226467395,6.919924420009668,1012.3335121650304,cv,9.423243736192134,0.0,0.0
2020,1,8,22,0.0,1.831944075842225,11.160455143798934,1011.4467655907586,NW,8.642103627170647,0.0,0.0
2020,1,8,23,0.8385543713726857,9.298391788715119,16.275101157457808,1017.3058311799109,SW,14.105015748152084,0.0,0.0
2020,1,9,0,4.1960708296867875,5.157445374899368,15.642281232390612,1005.7811497221173,NW,10.89687064454365,0.0,0.0
2020,1,9,1,0.0,6.39634429553095,12.55687888937664,1015.386657282116,NE,16.493044721231357,0.0,0.0
2020,1,9,2,18.693842027497134,12.788474249678744,18.019542777553546,1018.1565803096674,SE,8.906591645391611,0.0,0.0
2020,1,9,3,23.971018976792504,14.180169664052276,19.691486045119248,1016.7162605281153,NE,10.09518997591396,0.0,0.0
2020,1,9,4,1.590937544273034,2.135970295165693,16.678554710318792,1012.6430468214242,NE,9.89138078455706,0.0,0.0
2020,1,9,5,6.270831778745517,13.867942263172566,20.290804449281925,1012.9866890600867,NW,10.326664795423873,0.0,0.0
2020,1,9,6,15.416345655553016,8.089843623969648,20.174626155338,1019.4284663528604,NW,8.078139906402235,0.0,0.0
2020,1,9,7,36.06184966519043,10.721456195725207,16.40071823795347,1015.9096009471915,NW,8.689829657293282,0.0,0.0
2020,1,9,8,0.0,14.321885577615221,20.403489099967043,1021.7759050201636,SE,12.801224544399078,0.0,0.0
2020,1,9,9,7.228713747551372,10.129124970944094,20.21788748503744,1004.2865164910552,NW,9.102670524677453,0.0,0.0
2020,1,9,10,5.835966811470555,11.100444427982392,20.74915372952583,1017.5335784192545,SW,14.47019736753441,0.0,0.0
2020,1,9,11,17.346987099768427,4.939698287218622,19.455501381617317,1008.943656332595,SE,8.4803331807397,0.0,0.0
2020,1,9,12,0.0,-3.581362634078646,10.866991896128727,1012.6354451608792,SW,19.923014352369698,0.0,0.0
2020,1,9,13,2.6890213009880455,-1.9036567706826233,10.892429654742028,1019.8800324318192,SE,10.391883009843811,0.0,0.0
2020,1,9,14,0.0,3.0240875003524845,14.045105801625981,1007.9882394503475,SW,10.995734257541768,0.0,0.0
2020,1,9,15,0.0,3.4562207728737793,13.00582394680389,1023.5780659166563,NE,9.011215760467259,0.0,0.0
2020,1,9,16,0.0,3.6532306967117414,12.215016039995952,1018.5283036389159,NE,12.750486230049967,0.0,0.0
2020,1,9,17,0.0,7.257689870763269,21.728565340518823,1015.8960647121801,cv,9.576951485284383,0.0,0.0
2020,1,9,18,0.0,0.6835834178326454,11.7126715320795,1008.3398156720632,cv,10.284742058822637,0.0,0.0
2020,1,9,19,5.292405276380714,2.7863425122365086,13.577067789096454,1012.101368176071,SW,8.199217005686508,0.0,0.0
2020,1,9,20,,6.2128670538682655,13.531878271557414,1011.2081095088387,NW,9.997610112791897,0.0,0.0
2020,1,9,21,0.0,7.951661669133525,13.418639847984656,1006.8384373698865,NE,12.225235484208401,0.0,0.0
2020,1,9,22,0.0,-2.8976935315164827,11.554192266078962,1018.4688282371425,NE,8.392719006347628,0.0,0.0
2020,1,9,23,0.0,7.8454598475206545,15.982812435967194,1010.9781733715984,SE,10.676730541878246,0.0,0.0
2020,1,10,0,17.022456437051673,3.2556341231426984,12.681524356387285,1012.122260406845,SW,8.051457854697176,0.0,0.0
2020,1,10,1,0.0,9.437239969435508,15.583639405292576,1012.374813578398,SW,13.212874846083977,0.0,0.0
2020,1,10,2,0.0,2.6746660574197687,16.04390935651269,1011.9291194831471,SW,16.139356508484507,0.0,0.0
2020,1,10,3,,13.504837995532398,18.781156324091704,1015.6522939496951,NW,8.874469110457195,0.0,0.0
2020,1,10,4,0.0,12.934195097951752,26.274102718942718,1009.8866351134157,SE,8.226502799949532,0.0,0.0
2020,1,10,5,3.4301672090408726,7.824983425790429,14.227833553670097,1018.0915929727948,NW,10.14926250127997,0.0,0.0
2020,1,10,6,17.036182715876887,8.19313944481202,22.058780571123542,1010.0202664444188,SW,8.06057723612848,0.0,0.0
2020,1,10,7,15.558532280945473,2.693755144514812,14.991481517876386,1012.8573677094513,NW,9.317438489246664,0.0,0.0
2020,1,10,8,6.4957968104195345,11.267628796480842,17.914331421553893,1006.4670319677184,NW,8.634301891852804,0.0,0.0
2020,1,10,9,14.535587860436628,11.144205768240155,21.802385696834836,1018.3583198977237,NW,9.282396607248135,0.0,0.0
2020,1,10,10,111.49529736286661,9.566276913734194,17.69284005728639,1019.629103584864,cv,8.03688914980009,0.0,0.0
2020,1,10,11,31.645708734778015,6.278529902608852,13.060860891724687,1016.5793575142179,SW,8.105983541587168,0.0,0.0
2020,1,10,12,12.999589629047623,-0.7377331218909884,12.854088872220096,1013.8520713440579,NE,8.032209636096047,0.0,0.0
2020,1,10,13,0.0,6.7094703562191285,15.744698021291423,1012.8192820138974,SE,9.930604158752983,0.0,0.0
2020,1,10,14,10.410312500276191,1.3234629611947657,10.308900104848592,1005.1888257167486,SW,9.642383501810599,0.0,0.0
2020,1,10,15,7.565815143565815,5.414975114746989,12.113841862813189,1006.2262917035387,SW,8.53094898863871,0.0,0.0
